Year	Page	PageView
2010	INSA-Lyon/9 October 2010	743
2010	Team:IBB-Pune/Team	743
2010	Team:Cambridge/Notebook/12	742
2010	Team:Panama/30 July 2010	741
2010	Team:Queens-Canada/history	741
2010	Team:Tianjin/sponsor	741
2010	Team:Yale/Our Project/Protocols/minimal medium	740
2010	Team:Imperial College London/Diary/Week Ten	739
2010	Team:Indiana/Project	739
2010	Team:KIT-Kyoto/sample	739
2010	Team:Sheffield/qaiser	738
2010	Team:UNIPV-Pavia/Pavia/Past	738
2010	Team:Freiburg Bioware/NoteBook/Team 2010	738
2010	Team:HokkaidoU Japan/Notebook/September1	738
2010	Team:Duke/Team/nicky	736
2010	Team:Freiburg Software/Special/CircularView	736
2010	Team:Calgary/8 July 2010	735
2010	Team:Lethbridge/Notebook/Working Glycerol Stocks	735
2010	Team:Purdue/SandPit	734
2010	Team:HokkaidoU Japan/Notebook/September2	734
2010	Team:IIT Madras/Project/Attribution	734
2010	Team:Valencia/Notebook/May	734
2010	Team:Weimar-Heidelberg Arts/Project/Deo Yeast	734
2010	Making Media	732
2010	Team:EPF Lausanne/Literature	731
2010	Team:Freiburg Bioware/NoteBook/Experiments	731
2010	Team:TU Delft/12 June 2010 content	731
2010	Week2 6/20/10-6/26/10	731
2010	BIOTEC Dresden/Notepad/2 July 2010	730
2010	INSA-Lyon/7 July 2010	729
2010	Team:Imperial College London/Diary/Week Fourteen	729
2010	Team:Wisconsin-Madison/protocols	729
2010	Team:Sheffield/steve	729
2010	Team:INSA-Lyon/Project/Stage3/Strategy/curli promoter	728
2010	Team:UPO-Sevilla/Parts	728
2010	Team:Weimar-Heidelberg Arts/Project/Sasha	728
2010	Team:LMU-Munich/Apo Control	727
2010	Team:Mexico-UNAM-CINVESTAV/Wetlab	727
2010	Team:SDU-Denmark/louise	727
2010	Team:Harvard/BBa K382020	727
2010	Team:Calgary/18 August 2010	726
2010	Team:Harvard/allergy/aboutallergy	726
2010	Team:Osaka/week8	726
2010	Team:Panama/26 May 2010	726
2010	Team:Newcastle/9 July 2010	725
2010	Team:Newcastle/Our Abstract	725
2010	Team:Panama/19 August 2010	725
2010	Team:Slovenia/METHODS and PARTS/notebook/protein	725
2010	Team:BIOTEC Dresden/Protocols:Cocultivation assay	725
2010	Team:Imperial College London/Diary/Week Eight	725
2010	Team:Cornell/Application	724
2010	Team:METU Turkey Software/Project	724
2010	Team:USTC Software/notebook 10	723
2010	Team:Weimar-Heidelberg Arts/Project/Plant Protector	723
2010	29	723
2010	Team:Calgary/9 August 2010	722
2010	Team:METU Turkey/Results Discussion/Characterization	722
2010	Attributions	721
2010	Team:Imperial College London/Diary/Week Nine	721
2010	Team:Imperial College London/Team	721
2010	Team:Calgary/12 May 2010	720
2010	Team:METU Turkey/Results Discussion/QS results	720
2010	Team:Panama/26 June 2010	720
2010	Team:UC Davis/protocols/digestion.html	720
2010	Team:Tec-Monterrey /Sponsors	719
2010	Team:HokkaidoU Japan/Notebook/August27	719
2010	Team:Groningen/For the parents	718
2010	Team:Alberta/Project	717
2010	Team:Imperial College London/Diary/Week Thirteen	717
2010	Team:Newcastle/Meetings/26 March 2010	717
2010	Team:Tec-Monterrey/Timeline	717
2010	Team:Newcastle/15 June 2010	716
2010	Daily Schedule- Notebook	716
2010	Team:Cambridge/Theo/	716
2010	Team:GeorgiaTech/WeekSix	716
2010	Team:Caltech/Week 7	715
2010	INSA-Lyon/24 August 2010	714
2010	Team:TU Delft/PartViewExample	714
2010	Team:Tokyo Metropolitan/Header	714
2010	Team:TU Delft/Project/alkane-degradation/results/alkane hydroxylase	713
2010	Team:Calgary/11 June 2010	713
2010	Team:Calgary/13 May 2010	713
2010	Team:INSA-Lyon/Team/Gallery/insa	712
2010	Team:KAIST-Korea/Team/Photos	712
2010	Team:Newcastle/Meetings/27 January 2010	712
2010	Team:UNIPV-Pavia/Calendar/June/settimana3	712
2010	Team:Weimar-Heidelberg Arts/Project/Babysbest	711
2010	Team:BCCS-Bristol/Modelling/BSIM/Geometric Modelling/Octrees	711
2010	Team:KAIST-Korea/Sponsor	711
2010	Team:Newcastle/Restriction digests	711
2010	Team:Osaka/week10	710
2010	Team:Purdue/Sample page	709
2010	Team:Sheffield/matt	709
2010	Team:Tokyo Metropolitan/Notebook/Fiber/2010/09/27	709
2010	Team:Tec-Monterrey/Biosensor	708
2010	Team:HokkaidoU Japan/Notebook/August11	708
2010	Team:TU Delft/Project/alkane-degradation/results/ADH	707
2010	Team:Nevada/Original Data	706
2010	Team:Newcastle/DNA extraction	706
2010	Team:Tsinghua/team/GuXiang	706
2010	Galactose dose response of Gal1 Promoter in pRS415	706
2010	Igem2010/Main/synthetic miR Kit/October	706
2010	Team:Calgary/27 May 2010	706
2010	Team:Calgary/25 May 2010	705
2010	Team:Yale/Our Project/Methods/	705
2010	INSA-Lyon/20 September 2010	704
2010	Team:Calgary/25 June 2010	704
2010	Team:METU Turkey/Results Discussion/Plasmid purification	704
2010	Team:Wisconsin-Madison/references	703
2010	Team:Calgary/17 September 2010	702
2010	Team:ECUST-Shanghai/Project	702
2010	Team:INSA-Lyon/Protocols/Digestio	702
2010	Team:IITBombay/Project	701
2010	Team:Sheffield/catherine	701
2010	Team:UT-Tokyo/Sudoku result	700
2010	Team:Weimar-Heidelberg Arts/Project/Bio Bin	700
2010	Team:Alberta/Notebook/protocols/miniprep	697
2010	Team:Harvard/f3	697
2010	Team:Heidelberg/NivoSlider	697
2010	Team:Georgia State/Toolbox	696
2010	Team:Washington/Project	696
2010	Week of 5/31	696
2010	Team:Calgary/8 June 2010	695
2010	Team:EPF Lausanne/Notebook/week11	695
2010	Team:METU Turkey/Results Discussion/Transformation	695
2010	Team:Newcastle/Gel electrophoresis	695
2010	Team:IBB-Pune/Project	694
2010	Team:INSA-Lyon/Safety/Ethics	694
2010	BIOTEC Dresden/Notepad/25 October 2010	693
2010	Ligations	693
2010	Team:LMU-Munich/Notebook/Protocols/14 QIAEX II gel extraction	693
2010	Team:UNIPV-Pavia/Team/Instructors	692
2010	About/	692
2010	Team:Alberta/Notebook/protocols/ligation	692
2010	Team:HokkaidoU Japan/Notebook/September14	692
2010	Team:Freiburg Software/User/Robots/Codon	691
2010	Team:St Andrews/project/safety/GMO	691
2010	Team:Cambridge/Synthesis	690
2010	Team:Duke/Team/kevin	690
2010	Team:USTC/Project/shell/result	690
2010	Team:Caltech/Week 8	689
2010	Team:Cambridge/Parts	689
2010	Members Of University of Virginia	688
2010	Team:Newcastle/16 July 2010	688
2010	Team:SDU-Denmark/labnotes6	688
2010	Team:SDU-Denmark/labnotes7	688
2010	Team:UIUC-Illinois/Notebook	688
2010	Team:Calgary/27 August 2010	687
2010	Team:Caltech/Week 12	687
2010	Team:Weimar-Heidelberg Arts/Project/Pulldate	687
2010	Team:Peking/Notebook/Protocols/SDS&WB	686
2010	Team:TU Munich/Templates/Beginn1	686
2010	Team:Tianjin/project21	686
2010	Team:Imperial College London/Diary/Week Eleven	686
2010	Team:Calgary/4 September 2010	685
2010	Team:Freiburg Bioware/Project/Results/ITRDiary	685
2010	Team:WashU/Project Background	685
2010	Team:Newcastle/27 August 2010	685
2010	Team:UNAM-Genomics Mexico/Modules	685
2010	INSA-Lyon/27 June 2010	684
2010	Team:VT Ensimag 2010-Biosecurity/sixframe	684
2010	Team:Weimar-Heidelberg Arts/Project/Odeur Cuisine	684
2010	Team:LMU-Munich/Notebook/Protocols/16 PCR with DreamTaq	683
2010	Team:Tokyo Tech/Project/Apple Reporter/Results	682
2010	INSA-Lyon/27 August 2010	682
2010	Team:Duke/Team/andrew	682
2010	Team:Freiburg Bioware/BioBricks/miscellaneous	682
2010	Team:Harvard/f5	682
2010	Team:Duke/Team/peter	681
2010	Team:TU Delft/project/project description	681
2010	INSA-Lyon/23 July 2010	680
2010	Team:Alberta/JTest2/Weekly updates	680
2010	Team:Slovenia/Team	679
2010	Team:Stockholm/Project Idea	678
2010	Team:Weimar-Heidelberg Arts/Project/Bacterial Fridge	678
2010	Team:Baltimore US/Notebook/DIYEquipment	678
2010	Team:Groningen/21 June 2010	678
2010	Team:INSA-Lyon/Project/Theory	678
2010	BIOTEC Dresden/Notepad/19 September 2010	677
2010	Team:HokkaidoU Japan/Notebook/September29	677
2010	Team:Calgary/17 August 2010	676
2010	Team:METU Turkey Software/Modeling	676
2010	Team:UCL London/template/v1/header	676
2010	Team:Peking/LeftBarpro	675
2010	Team:Berkeley/Choanoflagellates	675
2010	Team:Caltech/BBa K338004	675
2010	Team:TU Delft/Education/nanopodium	674
2010	Team:Warsaw/Calendar-Stage1/29 August 2010	674
2010	INSA-Lyon/16 August 2010	673
2010	Team:KIT-Kyoto/Team1	673
2010	Team:Panama/15 September 2010	673
2010	Team:ULB-Brussels/Project/attribution	673
2010	Team:Newcastle/13 August 2010	672
2010	Team:INSA-Lyon/Protocols/Competent cells	672
2010	Team:Aberdeen Scotland/Copper Dose Response of the CUP1 Promoter Using N4	671
2010	Team:Calgary/13 August 2010	671
2010	Team:Debrecen-Hungary/protocols/midiprep	671
2010	Team:EPF Lausanne/Notebook/week2	671
2010	Team:Groningen/Collaboration	671
2010	Team:Heidelberg/Project/Measurement Standard	671
2010	Team:UNIPV-Pavia/Project/IntYeast	671
2010	Team:Weimar-Heidelberg Arts/Project/Kokoromo	670
2010	Team:Panama/human practice/Interview-iGEM PANAMA-2	670
2010	Team:Washington/Protocols/VectorAssay	669
2010	Team:Tianjin/project22	668
2010	Team:Newcastle Restriction site finder	667
2010	Construction of plasmids in vivo using-yeast homologous recombination	667
2010	Team:UNIPV-Pavia/Project/FasinaInteina	667
2010	Team:WesternU-Research Ontario/Project	667
2010	Team:Calgary/1 June 2010	666
2010	Team:IIT Madras/Project/References	666
2010	Team:Calgary/25 October 2010	665
2010	Team:LMU-Munich/Notebook/Protocols/11 Agarose gel electrophoresis	665
2010	Team:USTC Software/demoMain	665
2010	Team:Weimar-Heidelberg Arts/Project/tweedlewheedle	665
2010	Team:HokkaidoU Japan/Notebook/August12	664
2010	Team:TU Delft/21 July 2010 content	664
2010	Team:Stanford/Archive	663
2010	Team:Debrecen-Hungary/protocols/Cell Passaging	663
2010	Team:EPF Lausanne/Notebook/week5	663
2010	BIOTEC Dresden/Notepad/9 July 2010	662
2010	Team:UT-Tokyo/Sudoku assay MS2	662
2010	Team:GeorgiaTech/Parts	661
2010	Team:SDU-Denmark/labnotes10	661
2010	Team:TU Delft/Brainstorming	660
2010	Team:Newcastle/1st April 2010	659
2010	Team:Newcastle/Meetings/4 June 2010	659
2010	Team:TU Delft/pages/team	659
2010	Team:TzuChiU Formosa/HumanPractice	659
2010	Team:BIOTEC Dresden/Characterized Parts/BBa K407013	659
2010	Team:EPF Lausanne/Notebook/week10	659
2010	Team:Harvard/BBa K382027	659
2010	Team:Heidelberg/Notebook/Material/Primer	659
2010	Team:IIT Madras/Parts/Parts Submitted	659
2010	Team:Cambridge/Templates/headerbar	658
2010	Team:Yale/Templates/Yale Header Project	658
2010	Team:METU Turkey Software/Team	658
2010	Team:Newcastle/29 June 2010	657
2010	Team:Bielefeld-Germany/Results/Characterization/K389011	657
2010	Team:Groningen/26 July 2010	657
2010	Team:HokkaidoU Japan/Notebook/September8	656
2010	Team:Brown/templates/menu	655
2010	Team:KAIST-Korea/Notebook/Diary/June	655
2010	Team:Newcastle/Agendas/1 February 2010	655
2010	Team:Newcastle/Extreme Base Resistance Test	654
2010	INSA-Lyon/19 August 2010	654
2010	Team:Fudan-Shanghai/Team	654
2010	Team:IBB-Pune/Safety	654
2010	Week 1	654
2010	Team:Peking/Reference	653
2010	Team:Groningen/Organization	653
2010	Team:Debrecen-Hungary/protocols/Gel electrophoresis	652
2010	Team:Freiburg Software/css	652
2010	Team:Yale/Our Project/Methods/parts	652
2010	Team:Queens-Canada/resources	652
2010	Team:TU Delft/competition	652
2010	Team:TU Delft/pages/education	651
2010	Team:UCSF/Modeling	651
2010	Team:UNAM-Genomics Mexico/fr/Project	651
2010	INSA-Lyon/25 July 2010	651
2010	BIOTEC Dresden/Notepad/5 July 2010	650
2010	Team:HokkaidoU Japan/Notebook/September13	649
2010	Team:KAIST-Korea2	649
2010	Team:UCL London/Miniprep	649
2010	Team:TzuChiU Formosa/Poseidon	648
2010	Team:Calgary/23 August 2010	648
2010	Team:Groningen/12 July 2010	647
2010	Team:Sheffield/testpage3	647
2010	Team:Stockholm/20 August 2010	647
2010	BIOTEC Dresden/Notepad/7 August 2010	646
2010	Team:Caltech/Week 10	646
2010	Team:INSA-Lyon/Protocols/Ligation	646
2010	INSA-Lyon/16 September 2010	645
2010	Team:Newcastle/3 September 2010	645
2010	Team:LMU-Munich/Notebook/Protocols/17 Special thermal cycler programs	644
2010	Team:Panama/human practice/ingenio-juvenil	644
2010	Team:Alberta/application.js	644
2010	Team:Calgary/6 June 2010	644
2010	Week of 7/12	644
2010	Team:Sheffield/TestPage	643
2010	Team:Calgary/21 June 2010	643
2010	Team:EPF Lausanne/Notebook/week7	643
2010	Team:Edinburgh/Team/Donal	643
2010	Team:ESBS-Strasbourg/proteolux/scientific/proteoluxbasic	642
2010	Team:HokkaidoU Japan/Notebook/August24	642
2010	Team:HokkaidoU Japan/Notebook/September23	641
2010	Team:TU Delft/19 August 2010 content	641
2010	Team:Washington/Gram Positive/Test/MutantDataTable	640
2010	Team:GeorgiaTech/WeekOne	640
2010	Team:KAIST-Korea/Notebook/Diary/October	640
2010	Team:BIOTEC Dresden/Protocols:Electroporation	639
2010	Team:Cambridge/ProjectBioluminescenceNew	639
2010	Team:INSA-Lyon/Safety/Ethics/Conclusion	639
2010	Team:MIT psb1k15	639
2010	Team:Newcastle/Arginine test	639
2010	Team:Wisconsin-Madison/notebook/Sarah	639
2010	BIOTEC Dresden/Notepad/2 October 2010	638
2010	Team:Stockholm/12 August 2010	638
2010	Team:DTU-Denmark/Basics	637
2010	Team:Freiburg Software/User/Robots/PrimerDesigner	637
2010	Team:HokkaidoU Japan/Notebook/August23	637
2010	Team:Cornell/Project	636
2010	Team:UQ Australia/Team	636
2010	Team:Osaka/week12	636
2010	Team:Osaka/week13	635
2010	Team:Paris Liliane Bettencourt/Notebook/2010/07/06/	635
2010	Team:Alberta/Notebook/protocols/LB	635
2010	Team:Calgary/28 July 2010	635
2010	Team:Slovenia/PROJECT/oscillator/details	634
2010	Team:UC Davis/protocols/gelelectrophoresis.html	634
2010	Team:Wisconsin-Madison/sponsors	634
2010	BIOTEC Dresden/Notepad/1 July 2010	633
2010	Team:Freiburg Software/User/Robots/REBase	633
2010	Team:GeorgiaTech/WeekFive	633
2010	Team:HKU-Hong Kong/footer	632
2010	Team:IBB-Pune/Modeling	632
2010	Team:Calgary/14 May 2010	630
2010	Team:Caltech/BBa K338003	630
2010	Team:Indiana/Modeling	630
2010	Team:UPO-Sevilla/Notebook/08 02	630
2010	Team:UT-Tokyo/Colony PCR（Ex-Taq）	629
2010	Team:sheffield/week6	629
2010	Team:Alberta/Notebook/protocols/vector dephos	629
2010	Team:HokkaidoU Japan/Notebook/August13	629
2010	Team:HokkaidoU Japan/Notebook/September3	629
2010	Team:Peking/BannerHidden	629
2010	Team:TU Delft/Modeling/HC regulation/Sensitivity	629
2010	Team:Northwestern/Protocol/Plasmid Construction	628
2010	Team:Warsaw/Calendar-Stage1/2 September 2010	628
2010	INSA-Lyon/10 October 2010	628
2010	Team:Harvard/f4	628
2010	Team:Calgary/7 June 2010	627
2010	Team:ECUST-Shanghai/Team	627
2010	Team:HokkaidoU Japan/Notebook/September28	627
2010	Team:METU Turkey/Results Discussion/Genomic DNA purification	627
2010	Team:SJTU-Oncology-Shanghai/Project	627
2010	Team:St Andrews/project/modelling/model 5	627
2010	Team:Debrecen-Hungary/protocols/ Transfection	626
2010	Team:Fudan-Shanghai/Project	626
2010	Team:Groningen/19 July 2010	626
2010	Team:HokkaidoU Japan/Notebook/September27	626
2010	Team:UPO-Sevilla/Notebook/08 10	626
2010	Team:USTC/Project/shell	625
2010	Team:Osaka/week11	625
2010	Team:UCL London/Search	625
2010	LIVE/DEAD® BacLight - Bacterial Viability Kit	625
2010	Team:Example/Project	625
2010	Team:Harvard/BBa K382021	625
2010	Team:Calgary/31 July 2010	624
2010	Team:sheffield/preweek1	624
2010	Team:Newcastle/4 August 2010	624
2010	Team:Panama/15 October 2010	623
2010	Team:TU Munich/BeyondTheLab/EthicsAndBiosafety	623
2010	INSA-Lyon/4 October 2010	623
2010	Team:EPF Lausanne/Notebook/week4	623
2010	Team:IBB-Pune/Notebook	623
2010	Team:IITBombay/Team	623
2010	Team:British Columbia/Notebook Phage	622
2010	Team:Brown/Achievements	622
2010	Team:Imperial College London/Modelling/Signalling	622
2010	Team:TU Delft/11 June 2010 content	622
2010	Team:TU Delft/Safety/survey	622
2010	Team:TU Delft/Tour5	622
2010	Team:USTC Software/homeMain	622
2010	BIOTEC Dresden/Notepad/10 July 2010	621
2010	Jamboree/Visas	621
2010	Team:INSA-Lyon/Project/Stage3/Strategy/Designcurli	621
2010	Team:Newcastle/Meetings/10 March 2010	621
2010	Team:TU Delft/Collaboration/sponsors	621
2010	Team:UCL London/UCL-Gel	621
2010	Team:NCTU Formosa/Team	620
2010	Team:Newcastle/Meetings/1 February 2010	620
2010	Team:Warsaw/Calendar-Stage1/8 September 2010	620
2010	Team:WesternU-Research Ontario/Parts	620
2010	Modeling page toggle here	620
2010	Spencer Jones	619
2010	Team:Calgary/22 October 2010	619
2010	Team:TU Delft/gallery/pictures	619
2010	Team:Newcastle/Meetings/28 June 2010	618
2010	Team:Panama/12 August 2010	618
2010	Team:Edinburgh/Human/Aspects	618
2010	Team:INSA-Lyon/Protocols/DNA extraction	618
2010	Team:UT-Tokyo/Contact	618
2010	Team:VictoriaBC/Team	618
2010	Team:VictoriaBC/Project	617
2010	Team:Stockholm/27 July 2010	617
2010	Team:Stockholm/Journalclub	617
2010	Team:BIOTEC Dresden/Project	617
2010	Team:Baltimore US/JuneGroupNotebook	616
2010	Team:Caltech/Week 13	616
2010	Team:Cambridge/Notebook/10	616
2010	Team:EPF Lausanne/Notebook asaia	616
2010	Team:Fudan-Shanghai/Notebook	616
2010	Team:Groningen/16 August 2010	615
2010	Team:Newcastle/Team	615
2010	Team:Peking/Test3	615
2010	Team:Newcastle/3 August 2010	614
2010	Team:TU Delft/8 June 2010 content	614
2010	Team:TU Munich/Software/Applet	614
2010	Team:UC Davis/notebook/lightsensor2.html	614
2010	INSA-Lyon/18 September 2010	614
2010	Preparing Plates	614
2010	Team:Debrecen-Hungary/Modeling	614
2010	Team:Cambridge/ProjectBioluminescenceNew/Luciferase	613
2010	Team:UNIPV-Pavia/Topics/Fun	613
2010	Team:UTDallas/Background DeepwaterHorizonUpdates	613
2010	Team:sheffield/week8	613
2010	Team:UPO-Sevilla/footer	612
2010	INSA-Lyon/23 August 2010	612
2010	Team:Korea U Seoul/Brain-storming	612
2010	Team:UCSF/Notebook/Ethan Chan	612
2010	Team:Panama/16 September 2010	611
2010	Team:Debrecen-Hungary/livestream	611
2010	Team:EPF Lausanne/Labbook protocols	611
2010	Team:Harvard/BBa K382025	611
2010	Team:sheffield/week3	610
2010	Team:sheffield/week4	610
2010	Team:Tokyo Metropolitan/Notebook/Pattern/2010/08/30	610
2010	Team:Osaka/week3	609
2010	Team:Brown/templates/header2	609
2010	Team:ETHZ Basel/Biology/Results	609
2010	Team:Groningen/expression	609
2010	Team:KIT-Kyoto/Modeling	609
2010	Team:INSA-Lyon/Protocols/Extra recette2	608
2010	Team:SDU-Denmark/Bielefeld	608
2010	Team:TU Delft/sponsors	608
2010	Team:Michigan/Josh's Notebook	607
2010	Igem2010/Main/Homology Based/October	606
2010	Team:Harvard/BBa K382026	606
2010	Team:Weimar-Heidelberg Arts/Project/Ciano Fuel	606
2010	Team:SJTU-Oncology-Shanghai/Modeling	605
2010	Team:Tianjin/team21	605
2010	INSA-Lyon/12 October 2010	605
2010	Team:Alberta/Notebook/protocols/labelling	605
2010	Team:Calgary/21 August 2010	605
2010	Team:Calgary/25 August 2010	605
2010	Team:Newcastle/Meetings/5 February 2010	604
2010	Team:St Andrews/project/laboratory/notebook	604
2010	Team:Michigan/Marc's Notebook	603
2010	Team:Newcastle/Gel extraction	603
2010	Team:Newcastle/Meetings/20 January 2010	603
2010	Team:USTC/Project/protein/result	603
2010	Team:EPF Lausanne/Project/Materials Methods Drosophila	603
2010	Team:Imperial College London/Diary	603
2010	HKU-Hong Kong/20 August 2010	602
2010	Team:Calgary/19 August 2010	602
2010	Team:Example/Safety	602
2010	Team:Groningen/Survey	602
2010	Team:Peking/Project/Application/Preservatiom	602
2010	Team:Panama/3 June 2010	601
2010	Team:Purdue/Oxygen-sensitive promoters	601
2010	Team:Alberta/Notebook/protocols/transformations	601
2010	Team:WesternU-Research Ontario/Notebook	601
2010	Team:VT-ENSIMAG/Table1	600
2010	Team:Calgary/10 June 2010	599
2010	Team:Cornell/Outreach	599
2010	Team:Groningen/Normal SDS-PAGE using Tris-Glycine Gels and Electrophoresis Buffer	599
2010	Team:HokkaidoU Japan/Modeling	599
2010	Team:IBB-Pune/Parts	599
2010	INSA-Lyon/20 August 2010	598
2010	Team:ECUST-Shanghai/Safety	598
2010	Team:Harvard/BBa K382028	598
2010	BIOTEC Dresden/Notepad/17 October 2010	597
2010	INSA-Lyon/24 September 2010	597
2010	Team:Fudan-Shanghai/Modeling	597
2010	Team:UC Davis/protocols/luriabroth.html	597
2010	Team:NYMU-Taipei/Experiments/Protocols	596
2010	Team:NYMU-Taipei/Experiments/pSB1C3	596
2010	Team:Newcastle/Agendas/26 March 2010	596
2010	Team:TU Munich/Safety	596
2010	Team:Brown/Project/Ecargo/Background	596
2010	Team:Calgary/19 September 2010	596
2010	Team:Harvard/BBa K382024	596
2010	Team:ECUST-Shanghai/Modeling	595
2010	Team:Newcastle/Ligation	595
2010	Team:Peking/Headernotebook	595
2010	Team:Tsinghua/team/contact	595
2010	Team:Panama/12 October 2010	594
2010	Team:SJTU-Oncology-Shanghai/Team	594
2010	Team:ECUST-Shanghai/Parts	594
2010	Team:GeorgiaTech/WeekFour	594
2010	Team:HKU-Hong Kong/3col	594
2010	Team:VictoriaBC/Parts	594
2010	Team:Weimar-Heidelberg Arts/Project/BactesSafe	594
2010	Team:Washington/Project/Safety/Secretion	593
2010	Team:Newcastle/17 September 2010	592
2010	HKU-Hong Kong/8 August 2010	592
2010	INSA-Lyon/8 October 2010	592
2010	O/N Culture	591
2010	Team:Calgary/22 August 2010	591
2010	Team:Cambridge/Notebook	591
2010	Team:Cambridge/Notebook/13	591
2010	Team:WesternU-Research Ontario/Safety	591
2010	INSA-Lyon/11 July 2010	590
2010	INSA-Lyon/28 August 2010	590
2010	Team:Caltech/Colony PCR	590
2010	Team:INSA-Lyon/Project/Stage3/Theory/curli promoter	590
2010	Team:LMU-Munich/Jump-or-die/Schedule/SequenzBB11	590
2010	Team:LMU-Munich/Notebook/Protocols/4 Plasmid extraction from cells	589
2010	Team:METU Turkey/Results Discussion/Cloning	589
2010	Team:METU Turkey/Results Discussion/PCR	589
2010	Team:Yale/Calendar	588
2010	Team:sheffield/week10	588
2010	Protocol/1	588
2010	Switch	588
2010	Team:Calgary/26 August 2010	588
2010	INSA-Lyon/22 July 2010	587
2010	Team:BIOTEC Dresden/Protocols:Restriction Enzyme Digestion (Double digest)	587
2010	Team:Calgary/29 August 2010	587
2010	Rhodamine-Conjugated Chitin Probe	586
2010	Team:Debrecen-Hungary/protocols/PCR purification from Agarose Gel	586
2010	Team:TU Delft/Project/alkane-degradation/results/ALDH	586
2010	Team:XMU-China/Project	586
2010	Team:ECUST-Shanghai/Notebook	585
2010	Team:Newcastle/16 August 2010	585
2010	Team:Osaka/week7	584
2010	Team:Washington/DataTable	584
2010	AnnaOlchowikBscThesis	584
2010	CaCl2 Competent Cells	583
2010	Team:Fudan-Shanghai/Safety	583
2010	Team:Newcastle/Meetings/14 April 2010/informal	583
2010	Team:SJTU-Oncology-Shanghai/Notebook	583
2010	Team:Stanford/NotebookPage/11 May 2010	582
2010	INSA-Lyon/11 October 2010	582
2010	Team:USTC/Team/acknow	582
2010	Timed Induction of the Cup1 promoter using N4	582
2010	Team:LMU-Munich/Notebook/Protocols/7 Measurement of competence	581
2010	Electrotransformation of E. Coli	581
2010	Team:Aberdeen Scotland/Stability	580
2010	Team:Debrecen-Hungary/deoec	580
2010	Team:UNAM-Genomics Mexico/es/Project	580
2010	Team:LMU-Munich/Team/Bine	579
2010	Team:Calgary/10 September 2010	579
2010	Team:Cambridge/Templates/footerMinimal	578
2010	Team:Wisconsin-Madison/gallery	578
2010	Team:sheffield/AfterWeek10	577
2010	Team:Brown/Project/Ecargo/Experimental Design	577
2010	Team:Chiba/Result	577
2010	Team:HokkaidoU Japan/Notebook/August26	577
2010	Team:Peking/Gallery/SP	577
2010	Team:SJTU-Oncology-Shanghai/Parts	577
2010	Team:Tianjin/team12	577
2010	Team:UNIPV-Pavia/Gallery/Fun	576
2010	Team:UPO-Sevilla/Notebook/07 23	576
2010	Team:VT-ENSIMAG/Table6	576
2010	Team:Caltech/Cloning	576
2010	Team:Cambridge/LabBook/Week5	575
2010	Team:HKUST/Template:css	575
2010	Team:Nevada/Project	575
2010	Team:LMU-Munich/Notebook/Protocols/2 Highly competent cells	574
2010	Team:Newcastle/Meetings/17 February 2010	574
2010	Team:Newcastle/Meetings/24 February 2010	574
2010	Team:BCCS-Bristol/Wetlab/0-10mM Assay	574
2010	HKU-Hong Kong/15 July 2010	573
2010	Temp:SJTU10-header	573
2010	Team:Valencia/Notebook/July 1week	572
2010	Team:Mexico-UNAM-CINVESTAV/Human Practices/Survey	572
2010	INSA-Lyon/26 July 2010	572
2010	INSA-Lyon/29 September 2010	572
2010	Team:Calgary/20 August 2010	571
2010	Team:Calgary/20 May 2010	570
2010	Team:Calgary/30 July 2010	570
2010	Team:Debrecen-Hungary/Safety	570
2010	Team:IITBombay/Modeling	570
2010	Team:Tokyo Metropolitan/test2	570
2010	Team:UC Davis/protocols/miniprep.html	570
2010	Team:METU Turkey/Results Discussion/LIGATION	569
2010	Team:Nevada/RAP2.1 inputs	569
2010	Team:Tianjin/team31	569
2010	Team:Alberta/Notebook/protocols/agarose gel	569
2010	Team:Cambridge/lightbox/js	569
2010	Team:EPF Lausanne/Notebook/week3	569
2010	Team:Heidelberg/Notebook/BSDesign/October	568
2010	Team:Heidelberg/Notebook/Team Meetings	568
2010	Team:Bielefeld-Germany/Results/Characterization/Exemplary results DM	567
2010	Team:Debrecen-Hungary/protocols/makinglb	567
2010	Team:WashU/Project Outline	567
2010	Team:WesternU-Research Ontario/Modeling	566
2010	Team:sheffield/week5	566
2010	HKU-Hong Kong/21 July 2010	566
2010	Team:Cambridge/LRMeetingNotes	566
2010	Team:GeorgiaTech/WeekTwo	566
2010	Team:Harvard/BBa K382022	566
2010	Team:INSA-Lyon/Protocols/Extra recette4	566
2010	Team:Tsinghua/team/ZhangYang	566
2010	Team:USTC/Project/protein	565
2010	Week18 10/10/10-10/16/10	565
2010	HKU-Hong Kong/26 July 2010	565
2010	INSA-Lyon/10 September 2010	565
2010	Korea U Seoul/4 September 2010	565
2010	Team:Gothenburg-Sweden/test2	565
2010	Team:KAIST/header2	565
2010	Protocol/8	564
2010	Team:Cambridge/Bioluminescence/Luciola cruciata	564
2010	Team:ETHZ Basel/Biology/Protocols	564
2010	Team:Harvard/F6	564
2010	Team:Missouri Miners/Modeling	564
2010	Team:USTC Software/projectIntro	564
2010	Team:UTDallas/Background References	564
2010	Team:USTC Software/teamOverview	563
2010	Week of 10/18	563
2010	Team:BIOTEC Dresden/Biobrick Assembly	563
2010	Team:Calgary/28 June 2010	563
